labels,text
__label__1,"Weird: I rather generously gave this CD 2 stars due to the talents of the best in the genre. My argument is that the sountrack is somewhat between pseudo-authentic and slick Nashville. I do not believe that the majority of the soundtrack was consistent with the tenor of the film. There is a plethora of music available that is good old-timey or slick made to sell. This seemed like a hodgepodge thrown together because some people believe that a soundtrack must accompany a movie. I realize that tracks containing cylinder recordings of authentic British Isles music would be a hard sell. I think the CD should be entitled ""Contemporary Adaptations of Original Folksongs"". At least that would be more honest. After viewing the film, my expectations of the CD were not realized."
__label__1,Aerial Gunner: Typical of the war movies of that age. Very much the Americans are all good clean kids who will overcome injustice. I enjoyed looking at an America that was. Would purchase again but this is not a documentary or even a close approximation of real life.
__label__1,"This is a dangerous product: Keep looking! This is a dangerous product. When the kettle has water in it that&#146;s boiling really high, during pouring, the water comes shooting out of the spout in an impossible to control manner. My fiancé and I both have been scalded on the hand that was holding the cup. Another time it shot over into the sugar bowl instead of the cup (was an annoying mess for first thing in the morning). I do, however, like it&#146;s funky style."
__label__1,"Urban Cowboy Soundtrack: I have yet to recieve my product. It has been more than three weeks. I purchased it online with a Visa, why has it taken so long."
__label__1,Fell apart within weeks: I've never had a violin before and thought this would be the one to start out on. It could of been cause I have never handled a violin in my life or that it just wasn't a good violin but it fell apart within weeks.
__label__1,"Awful flavor, AVOID!: Awful flavor, AVOID! Root Beer, Cookies and Cream, and Mint Chocolate are excellent and recommended. Stay away from Blueberry ugh!"
__label__2,"Inspiration: It might not be the best cd out there and to quote him he ""may not be the best singer in the world"" but I think that it is still good he gave it a shot. This whole thing may be a joke and if indeed it is that record company should be ashamed for making fun of such and innocent guy who just likes to sing, but if he truly takes it seriously and so does the record company, that's great!! I think he had a lot of courage to do what he did and if it's a joke that's just wrong and terrible, but congratulations William!!And, also, I mean, he was really nice to everyone who bought the cd. He said thanks sincerely and wished everyone good luck in whatever they do. How much sweeter/nicer can you get than that?? Good job William!! Thanks!!"
__label__2,"Funny Sports Movie: Fun, action packed, sweet- for guys and girls, hockey fans or not you will love this movie- a great gift!"
__label__1,"Really bad, but it's quite amusing.: This attempt to cash in on the success of Lucio Fulci's Zombie (which itself was an attempt to cash in on the success of Dawn of the Dead) turns out to be a very silly and badly directed, but still quite amusing gorefest. Ian McCulloch is in this one, and he and Alexandra Delli Colli head to some jungle island to investigate a cannibalistic tribe. The gore is the movie's selling point, and the effects range from surprisingly good to hilariously awful, and the lovely Delli Colli does look quite alluring in the buff (note: she appeared about three years later in The New York Ripper, and somehow looked a dozen years older in that one!)"
__label__1,"Good but arrived chipped: I actually do not hate it, just it arrived broken, it had a big chip out of the rim. I will look for another one similar but directly in a store as this item is not sturdy enough for the mail."
__label__2,"Discover a relatively unknown composer: I heard the ""Cobblers on the Heath"" on FM radio and was instantly bowled over by the clever music with great melody and orchestration. Instant smash hit with me so I got online with ecom and was delighted to find this CD. Absolutely beautiful! It is a treat to discover a new classical composer who can get my jaded old ears to perk up! Orchestral playing is everything you need it to be - I will enjoy becoming familiar with the other works on the CD but I admit ""Cobblers"" is a gem! A small masterpiece!"
__label__1,"Cheap!: I purchased two of them for my courtyard wall. After only a few summer months, the top panel one one of them is tarnished. The bottom mounts on both lights are splitting. I would not recommend buying these lights."
__label__2,"Bring it Back: Perennial Gardening (American Garden Guides) is one of my favorite garden books. It is concise, accurate, extremely well illustrated,and does not confuse the reader with excessive information. I am a horticulturalist and the Head Grower for a 60 acre wholesale container nursery. I have been responsible for growing perennials for over 20years. Often I am ask to speak to retail customers or the general public. This is my most highly recommended book for people first starting to develop a perennial Garden."
__label__2,"Good CD: The CD is worn but I knew this when I bought it.This guideline is making mw add 8 more words. This should let us put in how many WE want, not what thety want."
__label__2,"Billy is the Best: Billy Cobham's ""Total Eclispe"" is the single reason I began listening to jazz music and not just rock and blues. I bought ""Billy's Best"" and Billy's other ""Best Of"" fifteen years ago and can only say they are superb. I usually do not like best of albums; however, this was all you could get of Cobham back then. Now they are putting all of his stuff out again, and ""Spectrum"" is a must along with ""Total Eclispe"", ""Funky side of Things"", and I liked ""Picture This"", and ""Powerplay"". However, be careful not to get the same songs if you buy the best of type cd's and the original set. I have played some serious drums since 1971 myself, and can only say Billy is the best!"
__label__1,Different color: I ordered a Mac Studio Fix Powder Plus foundation NW30 and I recieved the same product but NW45. The box and the foundation says NW45. The label in the box says NW30. I review this today because I ordered this product from Venezuela and I need to wait the shipment from Miami to Venezuela. You have to make more attention because now I can do anything.
__label__1,"How to Restore a Ford Pickup: Need better description of contents of book.I have a 1931 Ford pickup that has been partially restored. I would like more technical information on further restoration, repairs and maintenance.From: allenrawl@earthlink.net"
__label__2,"Hostile Witness: Excellent book. First time I have read her books. Great mystery murder with unsuspecting ending. Not your typical ""I know who did it"" before reaching the end."
__label__1,"One good band: To me the 90's were deffined by one simple name... Nirvana. Dont get me wrong. The 90's had some great bands (REM, Chilie Peppers, Pearl Jam). But still, you cannot deeny how much Nirvana carried the music world in the 90's. When Cobain commited suicide in '94 (RIP), the music world was lost,and was carried by only 2 or 3 good bands."
__label__1,No directions for the hanger. Confusing: Brushes are ok. But the main part is to get the Camelbak dry. Not helpful.
__label__2,"Very funny movie: This is a very funny movie which pokes fun at religion, sexism, moderism and war. The poor Bushman who finds a coke bottle which fell out of an airplane must travel to the end of the world to get rid of this evil thing. This evil thing is believed to come from God and causes evil things to happen to people who have it. On the way of getting rid of it he happens to meet a man who has hard luck with woman. (One of the best scenes in the movie is when his four wheeled drive jeep gets stuck up a tree). He also meets a strange woman who has trouble with men. At the end of the movie these three people end up saving children from a group of soldiers who want to overthrow a government. How they save the children is also funny."
__label__2,Return with us now to the days of yesteryear.. Fun stuff!: I finished the almost two THOUSAND pages of Peter Hamilton's opus space opera PANDORA'S STAR/JUDAS UNCHAINED. It has been a fair amount of fun AND I will almost miss the characters.To me that is the acid test of a book.
__label__2,"Condition as described: The product I ordered, Young Frankenstein, the DVD. It was as described and worked great. Shipping time was good."
__label__1,"Wanted to like it but didn't: This is the first Joe Pickett book that I've read and will most likely be the last. I usually try to start reading a series at the beginning but this was the first book that I could find on audio. I liked the Wyoming detail but that was about all. Joe seems to be a superhero who gets no respect from anyone even his flaky mother-in-law. The guy chases down bad guys single handedly then goes home to cook and wash dishes for his family. At one point in the story the author has a Yorkshire terrier jumping over huge snow drifts while the owner is carrying another dog, a Cocker Spaniel. Come on. Yorkie is way too small and Cocker is way too big for what happened in the story to have really happened. I finished listening but if I'd been reading I would have stopped right there. Ending was terrible."
__label__2,"I like it: The projector works just fine. Don't know why others are saying negative things about it??? Easy to focus. Yes, you need a dark room but complete darkness is not necessary. Easy to find a replacement bulb at any home improvement store for under $7.00."
__label__2,"I recomend this book to all of my students!: I am a ballet/ dance teacher. I want to tell you that I highly recomend this book to you and to all of my ballet students. The price is right, and it teaches the basics well! Kim L."
__label__1,Eh.....: Length:: 0:53 MinsThis wireless network was okay. I wouldn't recommend it. But I would recommend the wireless network adapter the has the a/b/g&n; networks.
__label__2,"Great fun even for adults, if you can get it to work!: I have this program from years ago and just bought a new computer with Vista on it. I installed it and it kept shutting down when trying to start it, but with the advice another ecom reviewer I was able to get it to work upon clicking during the intro.This program is not just for kiddos! The unusual tools allow you to do fun things with the media by double clicking over, for example, the crayon once you have selected it... it becomes a wacky melted crayon which you can do some cool things with.Once you have created fun or psychadelic images, you can actually export them and use them as artwork. Makes for snazzy computer desktop artwork!Even in spite of the troubles with opening the program sometimes, it's definately worth it!"
__label__2,"The Best Handheld Game Ever Made!: What's not to like?? This is the BEST portable game machine ever made! It's more compact, and so easier to take along, then the Nintendo DS. There are a ton of games made for it and most of them are good for hours and hours of fun! There are many games for the GBA that have player's guides which make the game super fun to play. This latest version of the GBA has even a brighter screen then the earlier models. Even my 59 year old eyes can see this screen with it's bright, beautiful colors. I'm still buying new games and there are so many used ones that can be had at a great price. The Pearl Blue edition is really slick looking and there are also hot colors like the Ruby Red one I got for my daughter. If you like video games this is the player to get, you won't be sorry!"
__label__2,"FUN BALL WITH FUN RATTLE SOUNDS: My baby took a little time to like this ball -- he doesn't pay that much attention to the tags, but now he likes the big soft ball to wrestle with ocassionally and he likes the jingley-rattley sounds. He is not interested in rolling it. He has a favorite tag, but doesn't focus too much on the tags. He enjoys it mostly when I hold a tag and dangle the ball around by his face making it make noise and sort of make it bounce-bounce-bounce (like dribbling the ball while holding the tag) ... he also likes when I through it way up in the air and catch it ... maybe he will eventually like playing with it himself when he's older (he's 10.5 months old). But I do like that it is a cushiony soft ball, so he doesn't get hurt. And I think the times when he does play with the tags it is good for his motor skills and exploration of the differences in the tags."
__label__1,ABSOLUTE GARBAGE: Absolute junk. I only had it a week and it started collapsing on me. The springs that they use are very cheap and do not last. DO NOT BUY THIS UBREELLA. Other than the collapsing canopy the handle has a bad oder to it. If I could give less than one star I would.
__label__2,"Poor little rich girl: This is the famous story of the custody battle for little Gloria Vanderbilt, recreated with an all-star cast. When Gloria was a baby, her father (Christopher Plummer) died, and her underage mother was unable to manage her inheritance. Lawyers took over that job until Gloria was ten; then her aunt, Gertrude Vanderbilt Whitney (Angela Landsbury), sued for legal custody claiming the mother was morally unfit. The trial was a huge scandal in 1934, and the outcome did little to boost Gloria's confidence. She felt unloved and unwanted until middle age, never reconciling with her mother.The opulent homes and beautiful costumes and sets create a real sense of the era, when, at the height of the depression, the little heiress inherited $2.5 M. This is a fascinating look at a real-life soap opera.Kona"
__label__1,"Bait and switch: Don't waste your money thinking you are getting the original recordings. Most are poorly recorded live performances or re-recordings that don't hold a candle to the original. I have had this with other artists in the past and was sorely disappointed. The phrase ""ripped off"" comes to mind. All of these compilations should say definitively whether or not they are the originals."
__label__2,"Wonderful story!: Intended for upper elementary/middle school; an inspiring read for young girls. I enjoyed it as an ""old girl."" Good choice for cultural diversity collection."
__label__1,"Obvious and pointless: This book-long advertisement for ""professional organizers"" is full of directives that I figured out on my own years ago."
__label__1,"What's up with the Score?: I should have listened to Harry from Ain't It Cool News. He warned fans that the music was differant on the DVD. But I thought he meant the songs. Losing the rights to songs, and putting different songs in their place for home video is nothing new. But it is the entire score that is different. And the new score is mind numbingly horrible. It completely ruins the movie. There is also a voice over narration at the beggining of the film that I don't remember being there in the theatrical or VHS version. And even more strange, is that when you switch over to the French language track, it is still the original score. This makes no sense at all. Warner Bros. really messed up with this one. I hope they re release it with the proper score. In the meantime, since I know Circuit City won't refund mt money, I'm going to see if Warner Bros. will."
__label__2,"I've never used a better controller: Microsoft got it right this time. The battery life is no lie either, I easily play 30 - 40 hours on a set of AA batteries. Best of all the headset hooks up to the controller and works wirelessly as well.Perfect"
__label__1,"Lacking depth or real interest...: The first thing one notices about ""The Cell"" is that it feels as if Stephen King is out of touch with not just his readers, but, popular culture as a whole. The dialogue is jarringly unnatural. Stephen King is a master craftsman and writes well, but the characters lack depth and motivations for their behavior. It's as if the author decided he could and would write anything and people would buy it. He's right. We did, but we didn't like it.Upon finishing the book, you feel as if you turned off the television. There is no lasting impact or even a feeling of satisfaction. There was no difficulty, it was easy to read, but unsatisfying at the same time.I do not recommend this book to fans of Stephen King or anyone else. He's off his game or he just doesn't care... Either way, read something else."
__label__1,"better off paying more: If you live in an area where you can catch thorns - do yourself a favor and buy an expensive brand - like specialized, or just go tubeless (worth it if u are truly nuts with ur riding)."
__label__2,"Excellent first half!: The first half of the album was ""right on"" ! The quality of the bonus tracks was severely lacking....fuzzy and garbled. I couldn't even stand to listen past the first bonus track!I bought the cd to recreate a favorite old album and I was not at all disappointed! I merely turn it off after the original ""Crusade"" tracks."
__label__1,confusing: As a beginner in C4D I found this expensive book difficult to follow w/ poorly printed images (screen shots). I get better results from few online tutorials. I wonder if experienced C4D users will be able to learn anything new from this confusing book.
__label__1,"Pre-cursor to scream perhaps,but still pure mediocrity.: I had planned to buy this flick based upon decent reviews.Thank God i rented it first. A nod to great directors, it may be. A trying horror spoof as well, but man...the acting was atrocious.Not even b-movie funny.Not even a single laugh. It has it's good points yes....but they really arent worth mentioning.It was marketed as a scary movie...not a spoof...it really doesnt work on either level. Rent it, if you are very bored and feel like wasting money. If you want to see a good spoof..rent ""Scream""...if you want a fun b-movie...try ""Them""....if you want scary...try ""The Ring""...you want gore...try ""Opera""...and last but not least...if you want a great classic...try ""Halloween"" Im not a harsh critic...and horror is my genre of choice...but don't blow you your cash on this."
__label__1,"Not What I Expected: This books has loads of information, but it is in black and white and the fonts make it difficult to hold one's attention. I would not purchase this again."
__label__1,"Boring and disappointing.: I really thought any movie with will farrell would be at least a pretty funny one. Turns out I was wrong. Maybe it was Walberg and Farrell's lack of chemistry IDK but this movie was so disappointing. a waste of time to watch, really."
__label__2,24: Season Five: My son and I are on disc 3 ... no problems so far! Discs are in like new condition. Very pleased!
__label__1,"More of a movie then an actual game: D2 has it's moments but for the most part this game is just plain boring. The graphics are stellar, the cinematics were well done and the controls are pretty easy to learn, but when it comes to actual gameplay, there is a lack there of. The game consists of four discs of little more then repetive cgi movies. You control a women who never speeks on camera but supposidly does off. You are forced to trek back and forth to the same spots over and over again killing the same monsters in the same spots the same way each time. 90% of the time you will have no control of what is going on and just sit back and watch. And for every little thing your character does, open doors, pick up an item and so on, you are forced to watch a quick cut scene, Everytime. It gets very old very fast. For those who actualy like to play games rather then look over your friends shoulder and watch, look elsewhere. Don't even bother with this coaster."
__label__2,"comfortable: I am very happy with this memory topper. The bed is much more comfortable, and I sleep much better:)"
__label__1,"Line feed problem: Great little engine. Starts easy and runs smooth and is relativly quiet. But that bump head line feeder makes it all for naught! Like so many others posting here, I can only go 6 to 12 feet before having to remove the bump head cover (not easy!), rewind the line, then reinstall the bump head cover. And getting that cover to snap back in place is even more frustrating than getting the damn thing off in the first place! I'd return it but I dont know what I'd buy to replace it. I dont get along with 2 cycle engines (i've sworn to never own another). The motor on my old electric Ryobi gets so hot it burns my ribs so electric is out too. So its either 4 cycle or let the grass continue to grow across the side walk. Someone told me Honda makes a 4 cycle but I've been afraid to even look at the price."
__label__1,"Poor Design: I purchased this mobile for my twins, and returned it before they were even born. It is the poorest design for putting something together I have ever seen. If you don't snap those birds in EXACTLY perfect on the first try, you can't take them off to try again, and then the mobile won't work.Fisher Price should be ashamed of themselves!"
__label__2,"WATCH THIS MOVIE! You will not be sorry!: ...That's what I thought Fight Club was going to be;... another Brad Pitt flick, and he beats people up. Well, I was WRONG!This movie has more twists than you expect, and it's twisty right from the start. The book (by the way) is excellent as well, and the movie does a great job sticking to the plot of the book. I saw the movie first, then read the book, and I could not get Ed Norton's voice out of my head, they're THAT close.It makes you think, it makes you jumpy, it makes you want to go make soap, and perhaps blow something up. Mostly it makes you think. And maybe watch it, oh, seventy times more so you can catch everything.P>Do yourself a favor, WATCH THIS MOVIE! You *will* like it, I promise. I've forced dozens of people to watch this, and each one liked it. Even my MOM liked it, and she's even more anti-everything than I am!...(And no, this isn't a ""guy"" movie. I'm very girly, and I loved this movie)"
__label__1,"item desription wrong: they always keep the item description wrong and i had to order this product looking at the description as BP monitor, but i received only large cuff and i had to return it and whole refund process took me around 6 weeks. actually my freind was leaving to my country taking this one due to their wrongful description i didnot send this item.make sure with the seller before you buy a product from this seller as they always keep the item description wrong.."
__label__1,"WHAT A WASTE !!!: with such a fine cast ans script, one could expect an outstanding picture, but, alas, this is the early 60's, with the same wrong formula applying for years to any big production : lots of stars, and an inadequate director, leading most of the time to............poor results !!!Martin RITT definitely is unable to give this film an epic form and keep it going, of course the producer Jerry WALD is much to blame, when he should have confined to films like ""PEYTON PLACE"" or"" THE BEST OF EVERYTHING"". It is painful to watch fine actors and actresses like Dan DAILEY, Eli WALLACH, Diane BAKER and Susan STRASBERG completely miscast.The only good moment comes from a striking performance by Paul NEWMAN as a dumb ""has been"" battler, hardly recognizable under heavy make-up."
__label__2,Not much that could have been bad as they're just refills: Always wish these were cheaper but oh well. Venus razors are always great even though they're more expensive than others
__label__1,"Cafe Figaro: This machine is a piece of garbage. Have owned it for approximately 3 years. Clock was dysfunctional from day one. Machine quit working all together at year 3. Numbers on carafe washed off after 1 month. When it does make coffee, not a bad cup. However, now that I need a replacement, I can say for sure DeLonghi is off the list!"
__label__1,"Fake!! Fake!! Don't buy this: Hi,I have ordered this item for $67/- from ecom.com. Once i opened the order, it does n't look like a new one. It looks so oily, old and the very next moment i even figured it out as a fake product. There is no warranty where chi provides 1 year warranty !! So, i returned the item back to ecom and ordered the same item from chiflatironofficial.us . Now i received my order and using it, there is a 1 year warranty from chi i got it. And it absolutely looks new. I hope this review helped you."
__label__2,what a great little movie!: Children and parents alike have loved this in our family. The music is fun and the animation is adorable. What a shame this is so hard to find. Worth the price to buy used!
__label__2,"the stick: If you do any sort of endurance training, the stick belongs in your recovery tool arsenal. I've had mine for about a year now, and use it quite often. I use it in conjunction w/ a foam roller and have noticed considerably less DOMS in the following days. I like it because it's easy to keep at work or by the bed and only takes a few minutes to use."
__label__2,"Oasis: Known primarily for its resort city of Las Vegas, Nevada is really a wealth of other cultural and geological resources. Its varied climates--from snow-peaked mountains to beautiful deserts--are almost unparalleled on the continent. This book will tell you and your students all about it.The ""Portrait of America"" series is a wonderful introduction for pre-teens to the 50 states and to the places and events that shaped the history of the United States. This ""Nevada"" installment is particularly good. The book is broken down into sections like ""History"", ""Culture"", ""Economy"" etc., and each section is thoughtfully written and edited. The ""Culture"" section is especially good and is very inclusive.This book, as well as the entire ""Portrait of America"" series, will prove to be a valuable teaching tool to all primary school educators."
__label__1,"Weber tool holder: Ace Hardware never sent, sent wrong item. I returned and never recieved tool holder. Finially got a refund after six weeks."
__label__2,AWESOME: I bought this cam for the cam and the built in mic... HUGE plus for me and my family. I got it home and was amazed how great it worked and easily installed. I have recommended to my family and all my friends. Even if they already have a cam. the picture is great and works wonderfully. There is so much you can do from recording your little ones to send to the grandparents to still pictures that can be turned into greeting cards or add borders n such. I HIGHLY recommend this cam!
__label__1,"NO LAUGHS: Wanted to give some laughs to a friend but after reading quite a few pages did not find anything funny. Then, past the book to another friend and did not find it funny either. Sorry!"
__label__2,"Loved it: This is probably my favorite of the series. I love how the author goes so deep into the characters emotions and problems. The only thing I really dislike about the series as a whole is the Tamrissa, Vallant thing. Tamrissa gets annoying after a while. But the rest of the characters are great and I love the detail put into her writing."
__label__2,The trick with this is to follow it up with a wire slicker brush.: This is a great brush for really loosening the loose hairs from your pet. But you will need to remove the hairs from the cat with a wire slicker brush. Otherwise you'll have clumps of loose fur that get all over your stuff. My kitties are so silky and shiny after I brush them with this and my boy cat LOVES it. He comes running when I get it out and rolls around on the floor and purrs hard while I brush him. The other kitty it a little brat so I have to pin her down by the scruff to brush her. Whatever. I even bought this as a gift for a friend when he got his first cat because it's so great! It gets rid of SO MUCH FUR IT'S CRAZY!!!!!!
__label__1,"Zoom is horrible: I don't care if it had 100x zoom. That's not gonna matter if you cant tell what you were taking a picture of anyways. Its good for some family photos, but only if they're within 5 feet of you. The zoom function is pretty bad. Its a fun camera for a kid though. The price is just about right at about 100 dollars. It is simple to use and download off of. The zoom is just horrible though."
__label__1,"National Lampoon's Christmas Vacation - Blu-ray Info: Version: U.S.A / Warner / Region FreeAspect ratio: 1.78:1VC-1 BD-25 / Advanced Profile 3Running time: 1:37:11Movie size: 14,97 GBDisc size: 15,27 GBAverage video bit rate: 18.51 MbpsNumber of chapters: 29Subtitles: English / English SDH / French / SpanishDolby Digital Audio English 192 kbps 2.0 / 48kHz / 192kbpsDolby Digital Audio English 192 kbps 2.0 / 48kHz / 192kbpsDolby Digital Audio French 192 kbps 1.0 / 48kHz / 192kbpsDolby Digital Audio Spanish 192 kbps 1.0 / 48kHz / 192kbps#Audio Commentary#Theatrical Trailer"
__label__2,"DmX iz da sh**!!!: I personally think that DMX iz the best rapper out there! Im into all types of hip hop (Wu-tang, 2pac...) but this nigga beats em all.If yall havent bought hiz CD yet yall f**kin crazy!Hiz beats and lyrics are phat and yall defenitely gotta give him props!!!Stop frontin yall know u love him!WHERE MY DOGGZ AT?!?!"
__label__1,"Total Garbage!: Very poor IR quality, the ear cushions come off with ease and the kids lost two the first day. The volume is very low. They are very large and dont fit right on my toddlers."
__label__2,"Great Western Story: I love the story and characters in this movie. Sure lots of western genres play on the common theme of rancher and farmer feuds but this movie has a very visceral and heartfelt sincerity to it. Brandon De Wilde who debuts in this movie as the youngster, is mesmerized of the gun slinger who decides to help his father. Stellar performance by everyone and I rank this a best western story!"
__label__1,Great until the seams fall out/Big Safety concern: Got this product three months ago and had fun until the seams came out of it. The manufacture will not fix the problem and recommended a seamtress in the area to get it fixed. Wow this must mean they get this issue a lot. The seams came out below the ladder and created a big hole and let the air out. Thank god my three and two year old were not at the top when this happened. Do not buy this product the seams will come out and someone will probably get hurt sooner or later.
__label__1,"Not for moles.: Used this product just as directed on several moles, not even the slightest improvement. Maybe it works on warts and spots , but not moles."
__label__1,"NOT good: Great price on this batter so I did not expect it to be like new, but at least to give me a couple of month of good use. Was very disappointed with this battery, it did not retain charge for more than a couple of hours. I still have to charge my phone every day. Do not recommend."
__label__2,Very Funny: I enjoyed the series on PBS in the early eighties (I believe it was filmed in the late seventies). It easily surpasses the typical TV sitcoms in comedic value. The actual rating should be four and a half stars. The only problem is that I cannot find the series on tape anywhere.Another viewer stated that this tape contains the first three shows; that is incorrect--this tape contains the first show only.
__label__1,Do not get this.: This is a very low budget pilot. Only get if you are a hardcore fan. The animation is very obviously meant to just convey a story and isn't very pleasing to the eye. The rest of the episodes in Torchwood are live action.
__label__1,"Find a better book: This book is comprehensive, yes, but the explanations are poor. I find his writing style difficult to follow. The book is poorly edited as well, for example, the second chapter introduces datapath logic cells and then immediately goes into a multipage treatise of multiplier architecture. Interesting information but it seems much out of place given the context. The problems are not very helpful either. Often you will need to search for information outside of the text in order to complete the question. The author obviously knows the subject well, I just don't think he does a very good job of teaching it."
__label__1,"worst doodle pad ever: My 18-month old daughter received this as a Christmas present, and we are so disappointed with it. The doodles self-erase almost instantaneously. Not much fun at all to play with. I would not recommend this toy to anyone, and wish my mother-in-law would have saved her money, or bought a different brand."
__label__2,"wonderful: ~~~I just saw micheal Buble in concert last night in Cleveland,Ohio and i must say he has an absolutley beautiful,powerful voice. I loved the spin he put on each song to make it his own, even though many of them have been sang time and time again. My favorite one was ""kissing a fool"" orginally by George Micheal. They never get old. He was also very funny and personable to the audience. I will most definitely see him again. I highly recommend him to one and all. What fun, what~~~~ entertainment, what charisma, what a VOICE!!!!!!!!!!!!~~~"
__label__2,"harvest of seven years: i love this video you have her songs which in them selfs are great she also talks you through the video,its the best i have ever heard anyone sing in my life very sencesual lady."
__label__2,"Sweet Little Movie: I know that this movie got ""mixed reviews,"" whatever that means, but I found it charming and sweet and rather touching at some parts. I enjoyed the DVD for all the extras, too. I loved listening to Hugh Jackman with a different accent than his native Australian, and the oh so proper English accent he used in that other romantic movie he was recently in.""Someone. . ."" touches on so many emotions, and Ashley Judd is funny and manic, and her comic timing is great. I am very happy that I bought this movie. Don't miss the cheerleader scene. Hugh Jackman was gorgeous."
__label__1,Cuisinart ICE-25 is a piece of junk: The first time I made ice cream with the Cuisinart ICE-25 the mix only partially froze and the ice cream was inedible. The second time I tried to make ice cream the paddle seized up and broke the plastic stops on the cover. This product is a cheaply made overpriced piece of junk. It is a rip off of the Donvier hand cranked design that work will for me. Don't buy this product. The Cuisinart name is now mud and I will never buy their products again.
__label__1,"Oregon Scientific Talking Blood Pressure Monitor: Received the wrist monitor and took it with me to Doc. office to check W/ their Blood Pressure Cuff. It read so low compared to their Blood Pressure Cuff,if it had been for real,it was a good thing I was in a Hospital,just down the hall from E.R."
__label__2,"Excellent product: Very happy, my niece loved the crayons! Just as described, easy to use, no problems to speak of! Thank you!"
__label__2,"the little book of life after death: wonderfully written,a work of genuine spiritual and practical substance.a rather esoteric study and a joy to read. ."
__label__1,"Corrupt and non-plausible: I can get past the first person writing but the deep structure of this novel is corrupt and offensive. The main character is a non sympathetic in her sexual practices and this ""other"" world non appealing for anyone looking for ROMANCE. Also the character actions are non-plausible. How many billionaires, when attacked, would choose to sit naked in a hallway for days without taking action? I tried and tried but couldn't get past page 80, when the heroine starts her raunchy sex with NOT the hero she's met on page 23 but some big hung lay she keeps on the back burner. I tossed this book in the trash. NOT worth even passing on to a friend. My friends read ROMANCE... even when it's raunchy, it's romance. Just not my taste in novels. Sorry Keri, the moral structure in this novel was very off-putting."
__label__2,Zojirushi bread machine: This machine has two paddles which makes it able to bake a horizontal loaf linstead of just the tall loaves the other machines bake.
__label__2,"My baby loves Charlie Parker: I wasn't sure how my little one would respond to this book even though I love it. If I ask, ""Do you want to read about Charlie Parker?,"" she lights up and starts literally starts to bop. The baby digs it. Just more evidence that the jazz is a universal language. I like the introduction to poetry, rhythm and randomness (""Never leave your cat alone""). I bought two other copies and gave them to my friends for their babies."
__label__2,"Great Starship Creator but the misssions ........: The 3D creation of your own ship is spectacular. Assembling your own ship provides lots of interesting options to create your own fleet. However the missions should be more interactive and in 3D also. The big letdown is the mission part. The ""write your own mission"" is still too difficult with the drag and drop. It's too hard to follow. A better system to make it user friendly would put this game over the top."
__label__1,Sensetive: Well I got this item last week. I finally took out of the packaging it was in at a photo shoot I was doing . When I took it out of the packaging I dropped it by accident and it was shattered.
__label__2,"Great product!: It charge like it should and serves it purpose, even the packaging protects it well. Glad to have bought this product and recommend this. @eplusq"
__label__2,"One of the all time best...: It's really hard to describe this album without foaming at the mouth with praise, but I'll try. You know how there are some songs that just grab your attention and never let go (ie Born to Run and Free Fallin')? Well this entire CD is like that! The other big thing is to give the CD time to work it's magic on you. It took me around a month to fall madly in love with this album! Right now you can get a copy of Astral Weeks pretty cheap, so if you don't like it, it's not a big loss. But, if you do like it, you'll get the bargain of a lifetime!"
__label__1,"This is so meta...: Here it is - a review about how hard it is to read a non-fiction book about how hard it is to make a documentary film about how hard it is to make a fiction film about how hard it is to drag a ship over a mountain. Seriously! The main problem with this book is that we hear the SAME story 4 consecutive times - first in the screenplay to the documentary, then in director Les Blank's journal, then assistant director Maureen Goslin's journal, THEN in a magazine piece. Enough already! I guess this was easier and cheaper than writing a real book on the subject."
__label__2,"Bought for husband, I use them cause they are great!!: I got these for my husband's birthday gift but I tried them out and I am trimming everything. It is actually fun they are so easy to use. I don't have good hand strength and that is OK as you don't need it with this tool. It is the best, cuts clean instead of bending like our old ones did. I am so happy I read the reviews and bought this tool, that is why I am reviewing these pruners so you will get the best also.gracalie"
__label__1,"Poorly written,: Slow, difficult to follow. Hard to maintain interest on a great time in American. Waste of time and moneySstremmel@aol.com"
__label__1,"Bored: This is my first go around with an Anita Blake novel, and I'm sorry to say I was disappointed. I thought the novel's sense of place was very poorly done, and wonder how much field research was actually done on location before the book was written. Anita Blake alludes to the Sange del Cristo mountains, when the common term for them is Sangre _de_ Cristo. A fine point, admittedly, but that's what they're called. That, and an allusion to good Mexican food, is about as far as the background research goes here.In spite of the juicily gory hospital scene, the pace of the novel's early stages was almost glacial. And finding that I cared not a whit about any of the characters, not even Anita, I put this one down.But I did give the first novel in the series a quick look, and it did catch my interest, so maybe the ennui that seemed to permeate ""Butterfly"" is more due to Anita Fatigue than anything else. It would seem to me to be a difficult thing, to write about the same character(s) book after book."
__label__2,"great epitome of trance: in hindsight and perhaps a witness to the beginning of the end for trance (or at least it's fateful dissemination into pop culture) it appears Sasha is truly one of the great purveyors of the genre. and his EP 'xpander' is absolutely no exception, if anything it epitomizes everything trance is supposed to do...behave like an odd ambient-to-beat soundtrack to your life.and every track on this album really does put you in a trance. sasha has created the very music he hopes to achieve in his spinning, and in doing so transcends the entire game."
__label__2,"Garlic Press: I love my garlic press, great seller, great price, fast delivery. This press is used a lot, I like it because you can't see the garlic in the food you prepare. Would buy again."
__label__2,Just what I expected.: I liked this stain. It was easy to apply and the results were very good.I would recommend this product.
